,+/-,3P,3P%,3PA,3PAr,AST,BLK,Code,DRB,Day,FG,FG%,FGA,FT,FT%,FTA,FTr,Home,Losses,Month,ORB,PF,PTS,STL,Starters MP,TOV,TS%,Wins,Year,eFG%,Date,Checker,Team,Spread,Line
964,35,8,0.3333333333333333,24,0.10666666666666667,21,5,miachi,30,08,36,0.48,75,15,0.8333333333333334,18,0.2,1,64,04,7,16,95,10,30.376666666666665,11,0.5728412928123492,13,2008,0.5333333333333333,20080408,20080408miachi,Miami, +9,-110
965,-15,9,0.45,20,0.10588235294117647,24,5,milbos,28,08,34,0.4,85,27,0.7941176470588235,34,0.3176470588235294,1,50,04,14,30,104,12,35.43666666666667,23,0.5202080832332933,26,2008,0.45294117647058824,20080408,20080408milbos,Milwaukee, +6.5,-110
966,45,10,0.45454545454545453,22,0.12345679012345678,25,2,porlal,30,08,41,0.5061728395061729,81,20,0.8333333333333334,24,0.24691358024691357,1,39,04,10,25,112,6,35.83,13,0.6116207951070336,38,2008,0.5679012345679012,20080408,20080408porlal,Portland, +8.5,-110
967,105,7,0.3888888888888889,18,0.0875,17,8,clebrk,34,09,36,0.45,80,25,0.7575757575757576,33,0.3125,1,35,04,12,22,104,6,24.57333333333333,10,0.5501481168006771,42,2008,0.49375,20080409,20080409clebrk,Cleveland, -3,-110
968,-160,10,0.5263157894736842,19,0.13513513513513514,22,1,minnop,28,09,36,0.4864864864864865,74,8,0.8888888888888888,9,0.10810810810810811,1,58,04,8,22,90,3,30.123333333333335,18,0.577219086711134,19,2008,0.5540540540540541,20080409,20080409minnop,Minnesota, +9.5,-110
969,10,9,0.42857142857142855,21,0.09278350515463918,18,0,nykcho,32,09,46,0.4742268041237113,97,8,0.8888888888888888,9,0.08247422680412371,1,56,04,19,18,109,5,27.356666666666666,13,0.5398177496038035,22,2008,0.520618556701031,20080409,20080409nykcho,New York, -2.5,-110
970,168,9,0.3333333333333333,27,0.09574468085106383,30,2,orlchi,45,09,46,0.48936170212765956,94,16,0.5925925925925926,27,0.1702127659574468,1,29,04,13,18,117,9,31.026666666666664,15,0.5525122780506234,48,2008,0.5372340425531915,20080409,20080409orlchi,Orlando, -10,-110
971,35,5,0.35714285714285715,14,0.0684931506849315,28,7,phidet,33,09,37,0.5068493150684932,73,22,0.7096774193548387,31,0.3013698630136986,1,37,04,10,19,101,8,31.35,10,0.5828716528162512,40,2008,0.541095890410959,20080409,20080409phidet,Philadelphia, PK,-110
972,-85,2,0.2222222222222222,9,0.024390243902439025,15,5,saspho,27,09,35,0.4268292682926829,82,9,0.8181818181818182,11,0.10975609756097561,1,24,04,9,17,81,6,30.46333333333333,13,0.4663749424228466,53,2008,0.43902439024390244,20080409,20080409saspho,San Antonio, -6.5,-110
973,102,3,0.375,8,0.034482758620689655,31,7,tormil,33,09,49,0.5632183908045977,87,18,0.8571428571428571,21,0.20689655172413793,1,39,04,8,17,119,8,29.669999999999998,6,0.6182460515378222,38,2008,0.5804597701149425,20080409,20080409tormil,Toronto, -13,-110
974,70,9,0.375,24,0.11538461538461539,25,2,wasbos,27,09,40,0.5128205128205128,78,20,0.6896551724137931,29,0.2564102564102564,1,37,04,9,19,109,11,34.55333333333333,10,0.6004847950639047,40,2008,0.5705128205128205,20080409,20080409wasbos,Washington, +2.5,-110
975,15,8,0.5333333333333333,15,0.10810810810810811,17,8,daluta,28,10,33,0.44594594594594594,74,23,0.92,25,0.3108108108108108,1,29,04,7,14,97,6,31.956666666666667,6,0.5705882352941176,49,2008,0.5,20080410,20080410daluta,Dallas, -4,-110
976,-45,6,0.2222222222222222,27,0.06,25,4,gswden,33,10,42,0.42,100,15,0.625,24,0.15,1,31,04,19,22,105,10,41.980000000000004,18,0.47485528219971057,47,2008,0.45,20080410,20080410gswden,Golden State, -5,-110
977,-140,2,0.2222222222222222,9,0.024096385542168676,17,7,laclal,30,10,30,0.3614457831325301,83,16,0.5925925925925926,27,0.1927710843373494,1,55,04,15,20,78,5,29.393333333333334,12,0.41104553119730186,23,2008,0.37349397590361444,20080410,20080410laclal,L.A. Clippers, +15.5,-110
978,80,10,0.5,20,0.11494252873563218,33,4,bosmil,35,11,44,0.5057471264367817,87,4,0.8,5,0.04597701149425287,1,16,04,11,24,102,6,23.439999999999998,13,0.5717488789237668,62,2008,0.5632183908045977,20080411,20080411bosmil,Boston, -15,-110
979,25,8,0.4444444444444444,18,0.1038961038961039,21,9,chicle,35,11,35,0.45454545454545453,77,22,0.7096774193548387,31,0.2857142857142857,1,48,04,9,27,100,6,31.47666666666667,17,0.5516328331862312,30,2008,0.5064935064935064,20080411,20080411chicle,Chicago, +4.5,-110
980,140,6,0.2727272727272727,22,0.07142857142857142,28,12,detwas,39,11,42,0.5,84,12,0.75,16,0.14285714285714285,1,23,04,10,22,102,3,23.913333333333334,9,0.5601933216168716,55,2008,0.5357142857142857,20080411,20080411detwas,Detroit, -5.5,-110
981,55,2,0.18181818181818182,11,0.022727272727272728,20,3,houpho,31,11,45,0.5113636363636364,88,9,0.47368421052631576,19,0.10227272727272728,1,24,04,13,20,101,7,31.03333333333333,5,0.5240763802407638,54,2008,0.5227272727272727,20080411,20080411houpho,Houston, +1,-110
982,15,10,0.2777777777777778,36,0.125,27,3,lalnop,32,11,36,0.45,80,25,0.8620689655172413,29,0.3125,1,25,04,13,18,107,5,35.276666666666664,12,0.5767572229409228,54,2008,0.5125,20080411,20080411lalnop,L.A. Lakers, -3.5,-110
983,-25,10,0.3333333333333333,30,0.11363636363636363,19,5,miamem,29,11,33,0.375,88,15,0.8333333333333334,18,0.17045454545454544,1,64,04,17,23,91,7,33.67333333333333,12,0.4743536280233528,14,2008,0.4318181818181818,20080411,20080411miamem,Miami, +4.5,-110
984,-60,7,0.3684210526315789,19,0.07368421052631578,15,2,nykatl,28,11,45,0.47368421052631576,95,7,0.5384615384615384,13,0.07368421052631578,1,56,04,21,21,104,3,35.07666666666667,17,0.5162827640984908,23,2008,0.5105263157894737,20080411,20080411nykatl,New York, +4.5,-110
985,-5,12,0.42857142857142855,28,0.15789473684210525,25,5,orlmin,31,11,39,0.5131578947368421,76,11,0.55,20,0.14473684210526316,1,29,04,6,16,101,6,36.12,13,0.5955188679245284,49,2008,0.5921052631578947,20080411,20080411orlmin,Orlando, -12,-110
986,-45,1,0.07142857142857142,14,0.010526315789473684,18,3,phiind,36,11,33,0.3473684210526316,95,9,0.42857142857142855,21,0.09473684210526316,1,38,04,16,14,76,12,32.696666666666665,11,0.3645433614735227,40,2008,0.3526315789473684,20080411,20080411phiind,Philadelphia, -5.5,-110
987,85,5,0.4166666666666667,12,0.06493506493506493,18,3,sacpor,33,11,43,0.5584415584415584,77,12,0.8,15,0.15584415584415584,1,42,04,6,17,103,7,33.71333333333333,16,0.6160287081339714,36,2008,0.5909090909090909,20080411,20080411sacpor,Sacramento, -2.5,-110
988,146,7,0.4375,16,0.08333333333333333,25,7,torbrk,38,11,39,0.4642857142857143,84,32,0.7804878048780488,41,0.38095238095238093,1,39,04,17,19,117,4,27.593333333333327,9,0.5733045864366916,39,2008,0.5059523809523809,20080411,20080411torbrk,Toronto, -9,-110
989,-50,4,0.2222222222222222,18,0.04938271604938271,24,5,atlbos,24,12,35,0.43209876543209874,81,15,0.625,24,0.18518518518518517,1,42,04,17,24,89,6,36.47333333333334,14,0.4860200961118392,37,2008,0.4567901234567901,20080412,20080412atlbos,Atlanta, +2.5,-110
990,30,9,0.36,25,0.0989010989010989,24,4,gswlac,34,12,43,0.4725274725274725,91,27,0.7941176470588235,34,0.2967032967032967,1,32,04,10,25,122,9,38.226666666666674,9,0.575688939222348,47,2008,0.521978021978022,20080412,20080412gswlac,Golden State, -16.5,-110
991,-20,13,0.3333333333333333,39,0.14285714285714285,25,6,indcho,32,12,37,0.4065934065934066,91,16,0.64,25,0.17582417582417584,1,44,04,11,27,103,5,31.300000000000004,11,0.5049019607843137,35,2008,0.47802197802197804,20080412,20080412indcho,Indiana, -8.5,-110
992,-45,7,0.2916666666666667,24,0.07865168539325842,17,3,memmin,28,12,36,0.4044943820224719,89,26,0.6046511627906976,43,0.29213483146067415,1,57,04,17,15,105,4,32.153333333333336,7,0.4864714603409933,22,2008,0.4438202247191011,20080412,20080412memmin,Memphis, -4,-110
993,-65,6,0.6,10,0.08823529411764706,26,1,milbrk,24,12,37,0.5441176470588235,68,18,0.6,30,0.2647058823529412,1,53,04,10,19,98,8,31.49,20,0.603448275862069,26,2008,0.5882352941176471,20080412,20080412milbrk,Milwaukee, -2.5,-110
994,15,6,0.6,10,0.08,31,2,pordal,27,12,44,0.5866666666666667,75,14,0.7368421052631579,19,0.18666666666666668,1,40,04,6,18,108,7,39.11,9,0.6477927063339731,39,2008,0.6266666666666667,20080412,20080412pordal,Portland, +3.5,-110
995,15,7,0.3333333333333333,21,0.08974358974358974,16,5,sacnop,38,12,38,0.48717948717948717,78,11,0.55,20,0.14102564102564102,1,42,04,5,24,94,7,33.36333333333333,16,0.5414746543778802,37,2008,0.532051282051282,20080412,20080412sacnop,Sacramento, +8,-110
996,135,5,0.2631578947368421,19,0.05747126436781609,37,8,utaden,36,12,50,0.5747126436781609,87,19,0.7916666666666666,24,0.21839080459770116,1,27,04,8,26,124,10,32.04,9,0.6355063550635506,52,2008,0.603448275862069,20080412,20080412utaden,Utah, -6.5,-110
997,80,12,0.5454545454545454,22,0.14285714285714285,24,7,wasphi,30,12,40,0.47619047619047616,84,17,0.7391304347826086,23,0.20238095238095238,1,38,04,18,18,109,9,33.38333333333333,11,0.579048023799405,41,2008,0.5476190476190477,20080412,20080412wasphi,Washington, -3.5,-110
998,-100,6,0.35294117647058826,17,0.075,22,2,chiorl,27,13,32,0.4,80,14,0.7368421052631579,19,0.175,1,48,04,11,24,84,9,23.976666666666667,18,0.47532820280669985,31,2008,0.4375,20080413,20080413chiorl,Chicago, +4,-110
999,40,6,0.42857142857142855,14,0.08108108108108109,20,8,clemia,38,13,28,0.3783783783783784,74,22,0.7096774193548387,31,0.2972972972972973,1,36,04,15,18,84,3,27.24666666666667,12,0.4792332268370607,43,2008,0.4189189189189189,20080413,20080413clemia,Cleveland, -18,-110
1000,85,7,0.3684210526315789,19,0.08235294117647059,25,13,denhou,38,13,41,0.4823529411764706,85,22,0.7333333333333333,30,0.25882352941176473,1,32,04,9,19,111,10,30.856666666666666,14,0.5651731160896131,48,2008,0.5235294117647059,20080413,20080413denhou,Denver, -6,-110
1001,47,4,0.26666666666666666,15,0.043010752688172046,17,5,dettor,42,13,44,0.4731182795698925,93,12,0.8,15,0.12903225806451613,1,23,04,13,18,104,9,24.990000000000002,18,0.5220883534136547,56,2008,0.4946236559139785,20080413,20080413dettor,Detroit, -6.5,-110
1002,105,10,0.5263157894736842,19,0.12195121951219512,26,4,lalsas,39,13,41,0.5,82,14,0.8235294117647058,17,0.17073170731707318,1,25,04,12,15,106,5,29.093333333333334,13,0.5923111309789897,55,2008,0.5609756097560976,20080413,20080413lalsas,L.A. Lakers, -6,-110
1003,-80,9,0.5,18,0.10344827586206896,33,3,milchi,24,14,50,0.5747126436781609,87,26,0.7222222222222222,36,0.2988505747126437,1,54,04,12,16,135,7,34.88666666666667,14,0.6563593932322054,26,2008,0.6264367816091954,20080414,20080414milchi,Milwaukee, -2.5,-110
1004,-30,10,0.3448275862068966,29,0.11764705882352941,23,2,nykbos,33,14,34,0.4,85,15,0.75,20,0.17647058823529413,1,57,04,13,22,93,8,25.743333333333332,14,0.4957356076759062,23,2008,0.4588235294117647,20080414,20080414nykbos,New York, +7.5,-110
1005,-5,1,0.125,8,0.012345679012345678,13,3,phicle,30,14,38,0.4691358024691358,81,13,0.6190476190476191,21,0.16049382716049382,1,40,04,12,17,90,10,33.916666666666664,12,0.49867021276595747,40,2008,0.47530864197530864,20080414,20080414phicle,Philadelphia, -4.5,-110
1006,30,8,0.38095238095238093,21,0.0975609756097561,24,4,phogsw,38,14,43,0.524390243902439,82,28,0.6829268292682927,41,0.34146341463414637,1,27,04,14,18,122,6,30.306666666666665,14,0.6097560975609757,53,2008,0.573170731707317,20080414,20080414phogsw,Phoenix, -5.5,-110
1007,-15,2,0.2,10,0.02631578947368421,18,4,sacsas,21,14,38,0.5,76,20,0.8,25,0.2631578947368421,1,42,04,10,18,98,8,37.736666666666665,12,0.5632183908045977,38,2008,0.5131578947368421,20080414,20080414sacsas,Sacramento, +3.5,-110
1008,80,7,0.3888888888888889,18,0.08333333333333333,27,9,tormia,30,14,39,0.4642857142857143,84,14,0.8235294117647058,17,0.16666666666666666,1,40,04,14,11,99,9,29.436666666666667,12,0.5411018801923918,40,2008,0.5059523809523809,20080414,20080414tormia,Toronto, -18,-110
1009,45,3,0.1875,16,0.03896103896103896,21,5,utahou,34,14,37,0.4805194805194805,77,28,0.7368421052631579,38,0.36363636363636365,1,27,04,16,28,105,6,30.383333333333333,13,0.560179257362356,53,2008,0.5,20080414,20080414utahou,Utah, -8.5,-110
1010,35,13,0.5416666666666666,24,0.1368421052631579,22,2,wasind,38,14,43,0.45263157894736844,95,18,0.6,30,0.18947368421052632,1,38,04,20,25,117,4,24.006666666666668,12,0.5406654343807763,42,2008,0.5210526315789473,20080414,20080414wasind,Washington, -4,-110
1011,-86,6,0.3333333333333333,18,0.06521739130434782,28,2,atlorl,27,15,43,0.4673913043478261,92,17,0.7727272727272727,22,0.18478260869565216,1,43,04,14,19,109,6,26.80333333333333,18,0.5359952793076318,37,2008,0.5,20080415,20080415atlorl,Atlanta, +2,-110
1012,108,13,0.52,25,0.09154929577464789,37,18,detmin,55,15,74,0.5211267605633803,142,43,0.7818181818181819,55,0.3028169014084507,1,23,04,18,38,204,15,27.04,25,0.6137184115523466,57,2008,0.5669014084507042,20080415,20080415detmin,Detroit, -7,-110
1013,115,7,0.3888888888888889,18,0.08139534883720931,32,10,lalsac,32,15,43,0.5,86,31,0.8611111111111112,36,0.36046511627906974,1,25,04,13,18,124,11,27.343333333333334,15,0.6087981146897093,56,2008,0.5406976744186046,20080415,20080415lalsac,L.A. Lakers, -17.5,-110
1014,110,13,0.5,26,0.16049382716049382,31,1,pormem,34,15,41,0.5061728395061729,81,18,0.75,24,0.2222222222222222,1,40,04,11,28,113,6,32.7,8,0.6170816950633464,40,2008,0.5864197530864198,20080415,20080415pormem,Portland, -11,-110
1015,55,8,0.5333333333333333,15,0.0975609756097561,22,6,bosbrk,32,16,37,0.45121951219512196,82,23,0.7666666666666667,30,0.2804878048780488,1,16,04,12,24,105,10,17.42,13,0.551470588235294,65,2008,0.5,20080416,20080416bosbrk,Boston, -8.5,-110
1016,50,1,0.06666666666666667,15,0.012345679012345678,26,6,chitor,35,16,39,0.48148148148148145,81,28,0.8484848484848485,33,0.345679012345679,1,48,04,15,15,107,8,25.813333333333333,16,0.5600921273031826,33,2008,0.4876543209876543,20080416,20080416chitor,Chicago, -6.5,-110
1017,-50,0,0.0,9,0.0,13,2,cledet,32,16,26,0.3291139240506329,79,22,0.6875,32,0.27848101265822783,1,36,04,18,13,74,7,28.139999999999997,8,0.39750752041254833,45,2008,0.3291139240506329,20080416,20080416cledet,Cleveland, +7,-110
1018,65,10,0.37037037037037035,27,0.11235955056179775,21,2,dalnop,31,16,39,0.43820224719101125,89,23,0.92,25,0.25842696629213485,1,31,04,14,17,111,3,30.206666666666667,6,0.555,50,2008,0.4943820224719101,20080416,20080416dalnop,Dallas, -9,-110
1019,31,7,0.2692307692307692,26,0.0660377358490566,27,8,denmem,52,16,49,0.46226415094339623,106,26,0.7878787878787878,33,0.24528301886792453,1,32,04,11,24,131,6,20.243333333333336,15,0.5434782608695652,49,2008,0.49528301886792453,20080416,20080416denmem,Denver, -15.5,-110
1020,90,8,0.2857142857142857,28,0.08695652173913043,25,3,houlac,32,16,38,0.41304347826086957,92,9,0.6428571428571429,14,0.09782608695652174,1,27,04,15,14,93,8,29.643333333333334,5,0.4737163814180929,54,2008,0.45652173913043476,20080416,20080416houlac,Houston, -14,-110
1021,45,11,0.5789473684210527,19,0.12643678160919541,30,9,indnyk,38,16,44,0.5057471264367817,87,33,0.8461538461538461,39,0.3793103448275862,1,46,04,10,19,132,6,31.79,18,0.6336405529953917,35,2008,0.5689655172413793,20080416,20080416indnyk,Indiana, -7,-110
1022,70,14,0.3783783783783784,37,0.15217391304347827,30,5,miaatl,27,16,44,0.4782608695652174,92,11,0.7333333333333333,15,0.11956521739130435,1,67,04,10,25,113,8,30.71666666666666,8,0.5730223123732252,14,2008,0.5543478260869565,20080416,20080416miaatl,Miami, +3,-110
1023,45,8,0.42105263157894735,19,0.08080808080808081,21,4,minmil,37,16,41,0.41414141414141414,99,20,0.7407407407407407,27,0.20202020202020202,1,60,04,14,21,110,8,29.71333333333333,9,0.49603174603174605,21,2008,0.45454545454545453,20080416,20080416minmil,Minnesota, -7.5,-110
1024,100,12,0.4,30,0.13636363636363635,29,2,orlwas,27,16,41,0.4659090909090909,88,9,0.5625,16,0.10227272727272728,1,30,04,16,11,103,6,19.136666666666667,7,0.5418771043771043,51,2008,0.5340909090909091,20080416,20080416orlwas,Orlando, -5,-110
1025,45,6,0.4,15,0.07894736842105263,28,3,phopor,47,16,36,0.47368421052631576,76,22,0.8148148148148148,27,0.2894736842105263,1,27,04,10,17,100,3,12.976666666666665,12,0.5689576695493855,54,2008,0.5131578947368421,20080416,20080416phopor,Phoenix, -12,-110
1026,145,8,0.5,16,0.11594202898550725,25,4,sasuta,34,16,41,0.5942028985507246,69,19,0.7307692307692307,26,0.2753623188405797,1,26,04,5,19,109,9,23.466666666666665,13,0.6775236200895077,55,2008,0.6521739130434783,20080416,20080416sasuta,San Antonio, -4,-110
1027,35,5,0.2631578947368421,19,0.06578947368421052,24,5,clewas,36,19,30,0.39473684210526316,76,28,0.7567567567567568,37,0.3684210526315789,1,0,04,7,17,93,6,33.28666666666667,8,0.5039011703511054,0,2008,0.4276315789473684,20080419,20080419clewas,Cleveland, -2.5,-110
1028,-55,6,0.2727272727272727,22,0.0759493670886076,15,4,houuta,23,19,29,0.3670886075949367,79,18,0.6206896551724138,29,0.22784810126582278,1,0,04,18,18,82,8,35.84333333333333,12,0.44681778552746293,0,2008,0.4050632911392405,20080419,20080419houuta,Houston, -1,-110
1029,10,6,0.35294117647058826,17,0.06315789473684211,15,5,saspho,31,19,48,0.5052631578947369,95,15,0.6521739130434783,23,0.15789473684210525,1,0,04,12,30,117,9,39.120000000000005,17,0.5565068493150684,0,2008,0.5368421052631579,20080419,20080419saspho,San Antonio, -4,-110
1030,115,9,0.5625,16,0.1111111111111111,22,7,bosatl,27,20,38,0.4691358024691358,81,19,0.7916666666666666,24,0.2345679012345679,1,0,04,13,21,104,6,29.96333333333333,10,0.5679335954565312,0,2008,0.5246913580246914,20080420,20080420bosatl,Boston, -15,-110
1031,-20,4,0.3333333333333333,12,0.04878048780487805,16,10,detphi,23,20,32,0.3902439024390244,82,18,0.782608695652174,23,0.21951219512195122,1,0,04,20,24,86,7,34.85666666666667,12,0.46678245766391663,0,2008,0.4146341463414634,20080420,20080420detphi,Detroit, -9.5,-110
1032,70,9,0.45,20,0.09782608695652174,33,7,lalden,32,20,46,0.5,92,27,0.84375,32,0.29347826086956524,1,0,04,13,28,128,7,34.029999999999994,12,0.6033182503770739,0,2008,0.5489130434782609,20080420,20080420lalden,L.A. Lakers, -8.5,-110
1033,70,13,0.4482758620689655,29,0.16883116883116883,21,7,orltor,33,20,41,0.5324675324675324,77,19,0.8260869565217391,23,0.24675324675324675,1,0,04,9,19,114,3,38.010000000000005,10,0.6542699724517906,0,2008,0.6168831168831169,20080420,20080420orltor,Orlando, -6.5,-110
1034,154,11,0.55,20,0.13095238095238096,27,6,clewas,36,21,44,0.5238095238095238,84,22,0.6666666666666666,33,0.2619047619047619,1,0,04,14,28,121,6,26.876666666666665,11,0.6140885099472189,1,2008,0.5892857142857143,20080421,20080421clewas,Cleveland, -2,-110
1035,-30,4,0.21052631578947367,19,0.05194805194805195,15,7,houuta,32,21,32,0.4155844155844156,77,16,0.6153846153846154,26,0.2077922077922078,1,1,04,9,19,84,5,35.26,10,0.47489823609226595,0,2008,0.44155844155844154,20080421,20080421houuta,Houston, -1,-110
1036,5,9,0.2903225806451613,31,0.10112359550561797,19,5,orltor,32,22,38,0.42696629213483145,89,19,0.8260869565217391,23,0.21348314606741572,1,0,04,16,20,104,10,35.93666666666667,13,0.5246166263115415,1,2008,0.47752808988764045,20080422,20080422orltor,Orlando, -5.5,-110
1037,30,4,0.36363636363636365,11,0.04819277108433735,17,7,saspho,35,22,40,0.4819277108433735,83,18,0.72,25,0.21686746987951808,1,0,04,7,22,102,8,31.826666666666664,12,0.5425531914893617,1,2008,0.5060240963855421,20080422,20080422saspho,San Antonio, -3.5,-110
1038,95,7,0.3888888888888889,18,0.08333333333333333,23,3,bosatl,32,23,35,0.4166666666666667,84,19,0.7307692307692307,26,0.2261904761904762,1,0,04,13,33,96,15,31.35333333333333,12,0.5029337803855826,1,2008,0.4583333333333333,20080423,20080423bosatl,Boston, -15,-110
1039,85,4,0.3333333333333333,12,0.04878048780487805,26,6,detphi,28,23,45,0.5487804878048781,82,11,0.7333333333333333,15,0.13414634146341464,1,1,04,14,22,105,3,29.71333333333333,14,0.5925507900677202,0,2008,0.573170731707317,20080423,20080423detphi,Detroit, -10,-110
1040,75,12,0.42857142857142855,28,0.13186813186813187,33,3,lalden,29,23,46,0.5054945054945055,91,18,0.75,24,0.1978021978021978,1,0,04,12,25,122,5,32.370000000000005,11,0.6006301693580149,1,2008,0.5714285714285714,20080423,20080423lalden,L.A. Lakers, -8,-110
1041,70,12,0.35294117647058826,34,0.1411764705882353,31,5,tororl,29,24,42,0.49411764705882355,85,12,0.8571428571428571,14,0.1411764705882353,1,2,04,13,24,108,7,30.74666666666667,12,0.5923650724001756,0,2008,0.5647058823529412,20080424,20080424tororl,Toronto, -3.5,-110
1042,-10,8,0.47058823529411764,17,0.11428571428571428,20,7,utahou,26,24,32,0.45714285714285713,70,20,0.6060606060606061,33,0.2857142857142857,1,0,04,13,24,92,3,36.806666666666665,12,0.5442498816848084,2,2008,0.5142857142857142,20080424,20080424utahou,Utah, -8.5,-110
1043,180,8,0.42105263157894735,19,0.1095890410958904,20,5,wascle,31,24,38,0.5205479452054794,73,24,0.7272727272727273,33,0.3287671232876712,1,2,04,5,17,108,13,26.69666666666667,11,0.617001828153565,0,2008,0.5753424657534246,20080424,20080424wascle,Washington, -5,-110
1044,50,5,0.29411764705882354,17,0.06666666666666667,20,7,dalnop,38,25,32,0.4266666666666667,75,28,0.7368421052631579,38,0.37333333333333335,1,2,04,14,16,97,6,38.656666666666666,7,0.5287832533798518,0,2008,0.46,20080425,20080425dalnop,Dallas, -4.5,-110
1045,96,1,0.14285714285714285,7,0.013513513513513514,21,4,phidet,33,25,34,0.4594594594594595,74,28,0.8484848484848485,33,0.3783783783783784,1,1,04,11,25,97,15,32.19,15,0.5478987799367375,1,2008,0.46621621621621623,20080425,20080425phidet,Philadelphia, +3.5,-110
1046,-80,2,0.3333333333333333,6,0.024691358024691357,20,4,phosas,27,25,40,0.49382716049382713,81,17,0.5862068965517241,29,0.20987654320987653,1,2,04,9,17,99,3,35.21333333333333,9,0.527943686006826,0,2008,0.5061728395061729,20080425,20080425phosas,Phoenix, -6,-110
1047,45,10,0.5555555555555556,18,0.13157894736842105,28,4,atlbos,31,26,36,0.47368421052631576,76,20,0.7407407407407407,27,0.2631578947368421,1,2,04,12,20,102,6,37.629999999999995,11,0.5803368229403733,0,2008,0.5394736842105263,20080426,20080426atlbos,Atlanta, +8,-110
1048,-88,5,0.23809523809523808,21,0.056818181818181816,22,5,denlal,41,26,32,0.36363636363636365,88,15,0.7894736842105263,19,0.17045454545454544,1,2,04,15,23,84,3,31.563333333333333,16,0.43586550435865506,0,2008,0.39204545454545453,20080426,20080426denlal,Denver, -1,-110
1049,-62,2,0.13333333333333333,15,0.021739130434782608,24,4,tororl,30,26,40,0.43478260869565216,92,12,0.7058823529411765,17,0.13043478260869565,1,2,04,12,25,94,9,29.02,9,0.4724567752312022,1,2008,0.44565217391304346,20080426,20080426tororl,Toronto, -3,-110
1050,20,0,0.0,14,0.0,16,8,utahou,38,26,31,0.4305555555555556,72,24,0.7741935483870968,31,0.3333333333333333,1,1,04,10,22,86,7,35.22666666666667,12,0.5021018215787015,2,2008,0.4305555555555556,20080426,20080426utahou,Utah, -9,-110
1051,-65,8,0.32,25,0.0898876404494382,12,4,dalnop,31,27,32,0.3595505617977528,89,12,0.75,16,0.1348314606741573,1,2,04,16,19,84,2,32.266666666666666,8,0.43731778425655976,1,2008,0.4044943820224719,20080427,20080427dalnop,Dallas, -5.5,-110
1052,-45,3,0.3333333333333333,9,0.04477611940298507,21,4,phidet,30,27,31,0.4626865671641791,67,19,0.7037037037037037,27,0.2835820895522388,1,1,04,9,21,84,4,36.67333333333333,19,0.5324543610547667,2,2008,0.48507462686567165,20080427,20080427phidet,Philadelphia, +5.5,-110
1053,95,9,0.45,20,0.10112359550561797,20,9,phosas,35,27,38,0.42696629213483145,89,20,0.7407407407407407,27,0.2247191011235955,1,3,04,12,23,105,6,33.77333333333333,8,0.5204203013481364,0,2008,0.47752808988764045,20080427,20080427phosas,Phoenix, -4.5,-110
1054,-15,7,0.3684210526315789,19,0.1,18,3,wascle,25,27,32,0.45714285714285713,70,26,0.7878787878787878,33,0.37142857142857144,1,2,04,6,24,97,10,37.26,12,0.573828679602461,1,2008,0.5071428571428571,20080427,20080427wascle,Washington, -4,-110
1055,25,4,0.2222222222222222,18,0.05970149253731343,16,8,atlbos,29,28,32,0.47761194029850745,67,29,0.8787878787878788,33,0.43283582089552236,1,2,04,8,22,97,4,37.9,17,0.594946025515211,1,2008,0.5074626865671642,20080428,20080428atlbos,Atlanta, +8.5,-110
1056,-30,4,0.19047619047619047,21,0.045454545454545456,20,4,denlal,33,28,39,0.4431818181818182,88,19,0.7916666666666666,24,0.2159090909090909,1,3,04,17,29,101,8,32.86,16,0.5123782467532467,0,2008,0.4659090909090909,20080428,20080428denlal,Denver, +4.5,-110
1057,50,9,0.28125,32,0.11538461538461539,21,3,orltor,39,28,35,0.44871794871794873,78,23,0.8214285714285714,28,0.2948717948717949,1,1,04,16,14,102,3,37.24333333333333,13,0.5646589902568645,3,2008,0.5064102564102564,20080428,20080428orltor,Orlando, -7,-110
1058,85,6,0.46153846153846156,13,0.08108108108108109,28,13,detphi,25,29,43,0.581081081081081,74,7,0.5,14,0.0945945945945946,1,2,04,10,21,99,8,35.72,18,0.6175149700598803,2,2008,0.6216216216216216,20080429,20080429detphi,Detroit, -9,-110
1059,154,6,0.3333333333333333,18,0.07228915662650602,19,4,houuta,39,29,41,0.4939759036144578,83,15,0.7894736842105263,19,0.18072289156626506,1,3,04,13,18,103,10,33.20333333333333,15,0.5637040280210157,1,2008,0.5301204819277109,20080429,20080429houuta,Houston, -2,-110
1060,25,2,0.3333333333333333,6,0.023809523809523808,14,5,saspho,37,29,33,0.39285714285714285,84,24,0.8,30,0.2857142857142857,1,1,04,13,33,92,6,32.55,10,0.4732510288065844,3,2008,0.40476190476190477,20080429,20080429saspho,San Antonio, -5,-110
1061,125,9,0.45,20,0.10714285714285714,28,9,bosatl,26,30,45,0.5357142857142857,84,11,0.7333333333333333,15,0.13095238095238096,1,2,04,13,22,110,5,32.17333333333333,10,0.6070640176600441,2,2008,0.5892857142857143,20080430,20080430bosatl,Boston, -13,-110
1062,-5,9,0.36,25,0.12,18,7,clewas,28,30,27,0.36,75,24,0.75,32,0.32,1,1,04,12,20,87,5,31.516666666666662,13,0.48832510103277954,3,2008,0.42,20080430,20080430clewas,Cleveland, -4.5,-110
